Etching,Etching
Oil on canvas,Oil on canvas
Lithograph,Lithograph
"Pencil, ink, watercolor, and crayon on paper","Pencil, ink, watercolor, and crayon on paper"
Lithograph,Lithograph
"Etching, tinted","Etching, tinted"
Watercolor,Watercolor
Watercolor and pencil on paper,Watercolor and pencil on paper
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Terra-cotta,Terra-cotta
Color lithograph,Color lithograph
Etching,Etching
Lithograph,Lithograph
Ink and crayon,Ink and crayon
Ink and pencil on paper,Ink and pencil on paper
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Etching,Etching
Etching and drypoint,Etching and drypoint
Linoleum cut,Linoleum cut
Lithograph,Lithograph
Lithograph,Lithograph
Etching,Etching
Gelatin silver print,Gelatin silver print
Wood engraving,Wood engraving
Gelatin silver print,Gelatin silver print
Gelatin silver print,Gelatin silver print
Lithograph,Lithograph
Watercolor on paper,Watercolor on paper
Silkscreen,Silkscreen
Oil on Masonite,Oil on Masonite
Color offset lithograph,Color offset lithograph
Pencil and charcoal,Pencil and charcoal
Lithograph,Lithograph
Lithograph,Lithograph
Silkscreen,Silkscreen
Lithograph,Lithograph
Etching and drypoint,Etching and drypoint
Color offset lithograph,Color offset lithograph
Lithograph,Lithograph
Watercolor,Watercolor
Gouache on paper,Gouache on paper
Etching,Etching
Oil on masonite,Oil on masonite
"Ink, pencil, and watercolor on paper","Ink, pencil, and watercolor on paper"
Lithograph,Lithograph
"Gouache, masonite","Gouache, masonite"
"Wood, gesso, paint, hide","Wood, gesso, paint, hide"
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Ink and pencil on paper,Ink and pencil on paper
Pastel on paper,Pastel on paper
Oil on canvas,Oil on canvas
Etching,Etching
"Wood, gesso, paint","Wood, gesso, paint"
Lithograph,Lithograph
Woodcut,Woodcut
Etching,Etching
Oil on canvas,Oil on canvas
Oil on canvas covered board,Oil on canvas covered board
Oil on canvas,Oil on canvas
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Aquatint,Aquatint
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Color lithograph,Color lithograph
Watercolor,Watercolor
Gelatin silver print,Gelatin silver print
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Watercolor,Watercolor
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Copper plate,Copper plate
Ink wash,Ink wash
Etching,Etching
Lithograph,Lithograph
Oil on panel,Oil on panel
Oil on canvas,Oil on canvas
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Aquatint,Aquatint
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Tempera on masonite,Tempera on masonite
Lithograph,Lithograph
Lithograph,Lithograph
Drypoint,Drypoint
Color lithograph,Color lithograph
Oil on masonite,Oil on masonite
Oil on canvas,Oil on canvas
Pencil and ink on paper,Pencil and ink on paper
Color offset lithograph,Color offset lithograph
Etching,Etching
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Etching,Etching
Lithograph,Lithograph
Lithograph,Lithograph
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Reproduction,Reproduction
Aquatint,Aquatint
Aquatint,Aquatint
Pencil,Pencil
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Woodblock print,Woodblock print
Oil on canvas covered masonite,Oil on canvas covered masonite
Oil on canvas,Oil on canvas
Pencil on paper,Pencil on paper
Etching,Etching
Lithograph,Lithograph
Oil on panel,Oil on panel
Oil on canvas,Oil on canvas
"Pencil, ink, watercolor, and crayon on paper","Pencil, ink, watercolor, and crayon on paper"
Drypoint,Drypoint
"Crayon, pen, ink","Crayon, pen, ink"
Pencil,Pencil
"Crayon, ink, and white tempera","Crayon, ink, and white tempera"
Stat,Stat
Lithograph,Lithograph
Etching and drypoint,Etching and drypoint
Lithograph,Lithograph
Lithograph,Lithograph
Aquatint,Aquatint
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Gouache,Gouache
Lithograph,Lithograph
Wood engraving,Wood engraving
Crayon,Crayon
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Watercolor,Watercolor
Oil on masonite,Oil on masonite
Lithograph,Lithograph
Oil on canvas covered masonite,Oil on canvas covered masonite
Lithograph,Lithograph
Etching,Etching
Lithograph,Lithograph
Etching,Etching
Watercolor,Watercolor
Watercolor,Watercolor
Lithograph,Lithograph
Lithograph,Lithograph
Gelatin silver print,Gelatin silver print
Ink and pencil on paper,Ink and pencil on paper
Terra-cotta,Terra-cotta
Drypoint,Drypoint
Ink on paper,Ink on paper
Oil on Masonite,Oil on Masonite
Tempera on masonite,Tempera on masonite
Gelatin dry plate negative,Gelatin dry plate negative
Egg tempera on paper,Egg tempera on paper
Gelatin silver print,Gelatin silver print
Reproduction,Reproduction
Lithograph,Lithograph
"Etching, engraving, lift-ground","Etching, engraving, lift-ground"
Watercolor and ink,Watercolor and ink
Watercolor,Watercolor
Pastel heightened with bodycolor,Pastel heightened with bodycolor
Drypoint and roulette,Drypoint and roulette
Pastel on paper,Pastel on paper
"Wood, gesso, paint, cloth, glass","Wood, gesso, paint, cloth, glass"
Etching,Etching
Oil on canvas,Oil on canvas
Oil and tempera on Masonite,Oil and tempera on Masonite
Linoleum (?) block print,Linoleum (?) block print
Pen and ink,Pen and ink
Aquatint and soft-ground etching,Aquatint and soft-ground etching
Mezzotint,Mezzotint
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Lithograph,Lithograph
"Crayon, ink wash, and tempera","Crayon, ink wash, and tempera"
Pencil and ink on paper,Pencil and ink on paper
Gelatin silver print,Gelatin silver print
Aquatint,Aquatint
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Reproduction,Reproduction
Etching,Etching
Etching and aquatint,Etching and aquatint
Pencil and crayon,Pencil and crayon
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
"Ink, paper, etching","Ink, paper, etching"
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Pastel on masonite,Pastel on masonite
Linoleum cut,Linoleum cut
Oil on canvas,Oil on canvas
Reproduction,Reproduction
Reproduction,Reproduction
"Wood, gesso, paint, fiber, tin","Wood, gesso, paint, fiber, tin"
Reproduction,Reproduction
Oil on canvas,Oil on canvas
Drypoint,Drypoint
Gelatin silver print,Gelatin silver print
Oil on panel,Oil on panel
Color offset lithograph,Color offset lithograph
Conte crayon,Conte crayon
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Serigraph,Serigraph
Etching,Etching
Etching,Etching
Aquatint,Aquatint
Linoleum cut and silkscreen,Linoleum cut and silkscreen
Ink and pencil on paper,Ink and pencil on paper
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Oil on panel,Oil on panel
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Aquatint and etching,Aquatint and etching
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Ink wash,Ink wash
Gelatin silver print,Gelatin silver print
Mezzotint,Mezzotint
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Reproduction,Reproduction
Pastel on sandpaper,Pastel on sandpaper
Platinum print,Platinum print
Oil,Oil
Lithographic crayon on paper,Lithographic crayon on paper
Oil on canvas,Oil on canvas
Pastel on board,Pastel on board
Etching,Etching
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Lithograph,Lithograph
Mezzotint,Mezzotint
Ink wash with white highlights,Ink wash with white highlights
Collage,Collage
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Watercolor,Watercolor
Watercolor,Watercolor
Lithograph,Lithograph
Oil on canvas on cardboard,Oil on canvas on cardboard
Oil on Masonite,Oil on Masonite
Oil on canvas,Oil on canvas
Gouache on paper,Gouache on paper
Lithograph,Lithograph
Lithograph,Lithograph
Engraving,Engraving
Oil on Masonite,Oil on Masonite
"Crayon, ink wash, and tempera","Crayon, ink wash, and tempera"
Color lithograph,Color lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Color offset lithograph,Color offset lithograph
Woodcut,Woodcut
Gelatin silver print,Gelatin silver print
Pencil and ink on paper,Pencil and ink on paper
Lithograph,Lithograph
Gelatin silver print,Gelatin silver print
Watercolor,Watercolor
Lithograph,Lithograph
Pencil on poster board,Pencil on poster board
Gelatin dry plate negative,Gelatin dry plate negative
Wood engraving,Wood engraving
Oil on Masonite,Oil on Masonite
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Ink and pencil on paper,Ink and pencil on paper
Pencil and ink on paper,Pencil and ink on paper
Ink and watercolor on paper,Ink and watercolor on paper
Lithograph,Lithograph
Oil on canvas,Oil on canvas
"Wood, gesso, paint, metal beads","Wood, gesso, paint, metal beads"
Wood engraving,Wood engraving
Wood engraving,Wood engraving
Oil on masonite,Oil on masonite
Block print,Block print
Watercolor on paper,Watercolor on paper
Reproduction,Reproduction
Mezzotint,Mezzotint
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Mezzotint,Mezzotint
Pencil on poster board,Pencil on poster board
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Oil on canvas covered masonite,Oil on canvas covered masonite
"Metal, paint","Metal, paint"
Batik on cotton,Batik on cotton
Pencil and ink on paper,Pencil and ink on paper
Tempera on panel,Tempera on panel
Color lithograph,Color lithograph
Brown ink wash,Brown ink wash
Ink on paper,Ink on paper
Watercolor,Watercolor
Etching,Etching
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Color offset lithograph,Color offset lithograph
Crayon on paper,Crayon on paper
Lithograph,Lithograph
Pencil,Pencil
Lithograph,Lithograph
Soft-ground etching,Soft-ground etching
Oil on canvas,Oil on canvas
Etching,Etching
Woodcut,Woodcut
Lithograph,Lithograph
Oil on panel,Oil on panel
Oil on canvas,Oil on canvas
Gelatin silver print,Gelatin silver print
"Stipple etching, engraving","Stipple etching, engraving"
Lithograph,Lithograph
Wood engraving,Wood engraving
Plaster,Plaster
Color woodcut,Color woodcut
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Color silkscreen,Color silkscreen
Etching,Etching
Lithograph,Lithograph
Watercolor on paper,Watercolor on paper
Watercolor on paper,Watercolor on paper
Oil on canvas,Oil on canvas
Gouache,Gouache
Oil on canvas,Oil on canvas
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
"Wood, gesso, paint, cloth, copper","Wood, gesso, paint, cloth, copper"
Etching and drypoint,Etching and drypoint
Oil on board,Oil on board
Bronze,Bronze
Albumen print from collodion negative,Albumen print from collodion negative
Color lithograph,Color lithograph
Oil on canvas,Oil on canvas
Watercolor and pencil on paper,Watercolor and pencil on paper
Oil on canvas mounted on panel,Oil on canvas mounted on panel
Oil on composition board,Oil on composition board
Gouache on paper,Gouache on paper
Lithograph,Lithograph
Lithograph,Lithograph
Color offset lithograph,Color offset lithograph
Gelatin silver print,Gelatin silver print
Gelatin silver print,Gelatin silver print
Lithograph,Lithograph
"Etching, drypoint","Etching, drypoint"
Lithograph,Lithograph
"Pencil, ink, watercolor, and crayon on paper","Pencil, ink, watercolor, and crayon on paper"
Charcoal,Charcoal
"Cottonwood, pine, cedar","Cottonwood, pine, cedar"
Oil on canvas,Oil on canvas
"Wood, gesso, paint, copper","Wood, gesso, paint, copper"
"Pencil, crayon","Pencil, crayon"
Albumen print from collodion negative,Albumen print from collodion negative
Aquatint,Aquatint
Oil on canvas,Oil on canvas
Wood engraving,Wood engraving
Block print,Block print
Reproduction,Reproduction
Lithograph,Lithograph
Reproduction,Reproduction
Reproduction,Reproduction
Color offset lithograph,Color offset lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Oil on canvas on Masonite,Oil on canvas on Masonite
Lithograph,Lithograph
Pen on paper,Pen on paper
Bronze,Bronze
Oil on canvas,Oil on canvas
Lithograph,Lithograph
"Etching, drypoint","Etching, drypoint"
Gouache on paper,Gouache on paper
Lithograph,Lithograph
Stencil,Stencil
Oil on canvas,Oil on canvas
Oil on board,Oil on board
Lithograph,Lithograph
Lithograph,Lithograph
Color linoleum cut,Color linoleum cut
Lithograph,Lithograph
Pastel on sandpaper,Pastel on sandpaper
Oil on canvas,Oil on canvas
Watercolor,Watercolor
Watercolor,Watercolor
Silkscreen,Silkscreen
Color offset lithograph,Color offset lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Oil on canvas,Oil on canvas
Oil on panel,Oil on panel
Lithographic crayon,Lithographic crayon
Red sandstone,Red sandstone
Lithograph,Lithograph
Watercolor,Watercolor
Oil on panel,Oil on panel
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Photoreproduction of etching,Photoreproduction of etching
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Oil on tissue paper,Oil on tissue paper
Lithograph,Lithograph
Serigraph,Serigraph
Oil on canvas,Oil on canvas
Etching,Etching
Pencil on paper,Pencil on paper
Pen and ink with wash,Pen and ink with wash
Lithograph,Lithograph
Color monotype,Color monotype
Ink and pencil on paper,Ink and pencil on paper
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Watercolor,Watercolor
Etching,Etching
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Ink drawing,Ink drawing
Serigraph,Serigraph
"Ink, watercolor, and crayon on paper","Ink, watercolor, and crayon on paper"
"Pen, ink, and colored pencil on paper","Pen, ink, and colored pencil on paper"
Oil on masonite,Oil on masonite
"Pencil, ink, and crayon on paper","Pencil, ink, and crayon on paper"
"Pencil, ink, watercolor, and crayon on paper","Pencil, ink, watercolor, and crayon on paper"
Lithograph,Lithograph
Lithograph,Lithograph
Oil on cardboard,Oil on cardboard
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
"Wood, gesso, paint","Wood, gesso, paint"
Etching,Etching
"Photograph, color (of celluloid","Photograph, color (of celluloid"
Lithograph,Lithograph
Oil on canvas covered masonite,Oil on canvas covered masonite
Lithograph,Lithograph
"Ink, pencil, and watercolor on paper","Ink, pencil, and watercolor on paper"
Lithograph,Lithograph
Gelatin silver print,Gelatin silver print
Lithograph,Lithograph
Tempera and oil glaze on panel,Tempera and oil glaze on panel
Silkscreen,Silkscreen
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Color offset lithograph,Color offset lithograph
Lithograph,Lithograph
Charcoal,Charcoal
Platinum print,Platinum print
Aquatint,Aquatint
Pencil on paper,Pencil on paper
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Oil on composition board,Oil on composition board
Reproduction,Reproduction
Lithograph,Lithograph
Oil on Masonite,Oil on Masonite
"Ink, pencil, and watercolor on paper","Ink, pencil, and watercolor on paper"
Lithograph,Lithograph
Bronze,Bronze
Lithograph,Lithograph
Lithograph,Lithograph
Gelatin dry plate negative,Gelatin dry plate negative
Lithograph,Lithograph
Oil on panel,Oil on panel
Oil on canvas,Oil on canvas
Pencil on paper,Pencil on paper
Oil on canvas,Oil on canvas
Gelatin silver print,Gelatin silver print
"Wood, gesso, paint","Wood, gesso, paint"
Oil on panel,Oil on panel
Etching,Etching
Lithograph,Lithograph
Ink and watercolor on paper,Ink and watercolor on paper
Gouache on paper,Gouache on paper
Etching,Etching
Watercolor and gouache on paper,Watercolor and gouache on paper
"Pencil. ink, and watercolor on paper","Pencil. ink, and watercolor on paper"
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
Ink and watercolor on paper,Ink and watercolor on paper
Lithograph,Lithograph
Aquatint,Aquatint
Oil on canvas,Oil on canvas
Oil on masonite,Oil on masonite
Lithograph,Lithograph
Drypoint and aquatint,Drypoint and aquatint
Lithograph,Lithograph
Oil on canvas board,Oil on canvas board
"Wood, gesso, paint","Wood, gesso, paint"
Lithograph,Lithograph
Linoleum cut,Linoleum cut
Etching,Etching
Gelatin silver print,Gelatin silver print
Aquatint,Aquatint
Lithograph,Lithograph
Lithograph,Lithograph
Lithograph,Lithograph
"Cottonwood, rawhide","Cottonwood, rawhide"
Etching,Etching
Lithograph,Lithograph
Lithograph,Lithograph
Oil on canvas on composition board,Oil on canvas on composition board
Gelatin silver print,Gelatin silver print
Cedar wood,Cedar wood
Oil on canvas,Oil on canvas
Watercolor on paper,Watercolor on paper
Watercolor,Watercolor
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Color offset lithograph,Color offset lithograph
Etching,Etching
Bronze,Bronze
Oil on canvas mounted on board,Oil on canvas mounted on board
Color lithograph,Color lithograph
"Pencil, ink, watercolor, and crayon on paper","Pencil, ink, watercolor, and crayon on paper"
Lithograph,Lithograph
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Bronze,Bronze
Toned gelatin silver print from an altered negative,Toned gelatin silver print from an altered negative
Oil on canvas,Oil on canvas
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Watercolor,Watercolor
Pastel on paper on masonite,Pastel on paper on masonite
Lithograph,Lithograph
Wood engraving,Wood engraving
Oil on masonite,Oil on masonite
Lithograph,Lithograph
Wood engraving,Wood engraving
Oil on canvas,Oil on canvas
Lithograph,Lithograph
Watercolor,Watercolor
Lithograph,Lithograph
Lithograph,Lithograph
Hand-colored lithograph,Hand-colored lithograph
Oil on canvas,Oil on canvas
Gelatin silver print,Gelatin silver print
Lithograph,Lithograph
Lithograph,Lithograph
Reproduction,Reproduction
Gelatin dry plate negative,Gelatin dry plate negative
Lithograph,Lithograph
Wood engraving,Wood engraving
Oil on canvas,Oil on canvas
"Ink, pencil, and watercolor on paper","Ink, pencil, and watercolor on paper"
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Pen and ink with brown wash,Pen and ink with brown wash
Lithograph,Lithograph
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Lithograph,Lithograph
Ink and pencil on paper,Ink and pencil on paper
Gelatin dry plate negative,Gelatin dry plate negative
Wood engraving,Wood engraving
Oil on panel,Oil on panel
Drypoint,Drypoint
"Etching, drypoint on wove paper","Etching, drypoint on wove paper"
Pen and ink,Pen and ink
Oil on pressed wood,Oil on pressed wood
Lithograph,Lithograph
"Pencil, ink, and watercolor on paper","Pencil, ink, and watercolor on paper"
Lithograph,Lithograph
Color lithograph,Color lithograph
Etching,Etching
Gelatin silver print,Gelatin silver print
Oil on canvas and panel,Oil on canvas and panel
